FileName,Ziad.al.Shibh,Yemeni,Yasein.Mosed,Wisconsin,Webster.Ave.,Washington,Washington.DC,Wash..DC,Wallace.Wilson,Virginia,Virginia.National.Bank,Vincent.Lozario,Vincent.Cortez,Van.Dyke.Avenue,US,US.Post.Office,University.of.Virginia,University.of.Texas,University.Drive,United,United.Connector,United.Arab.Emirates,U.haul,Triacetone.Triperoxide,Trenton,Trenton.Avenue,The.Powhatan.Company,The.Netherlands,Texas,Tawfiq.al.Adel,Taliban,Sudan,Stinger,Steven.Clark,St..Mary.s.Road,Sprint,Springfield,Springfield.VA,Springfield.Mall,Spanish,Social.Security,Shiela.Watson,Sheldon.St.,Select.Gourmet.Foods,Seattle,Sealink.Container.Corp.,Saudi,San.Gabriel,Saleh.al.Ahdal,Sahim.Albakri,Saeed.Khallad,Saeed.Khaliad,Ryder.Truck.Rental,Rue.St..Sebastien,Rio.Grande,Riduan.bin.Attash,Richmond,Richard.Reid,Rhinelander.Platz.,Reagan.National.Airport,Ralph.Goode,Queens,Qatada,Pyramid.Bank.of.Cairo,Poland,Pentagon,Pentaerythritol,Penn.Station.NYC,Passport.Agency,Paris,Pakistani,Paddington,Omar.Clark,Omar.Bakri.Qatada,Office.Supplies.Co.,O.Hare,North.Bergen,New.York,New.York.Stock.Exchange,New.York.City,New.Orleans,New.Jersey,Myrtle.Ave,Mukhtar.Galab,Muhammed.bin.Harazi,Muhammad.Shamzi,Moslem,Minnesota,Minneapolis,Middle.Eastern,Michigan,Miami,Mexicans,Merrifield,McRae.Blvd,McNary,Masood.Yaser,Marvel.Corporation,Marshall.Avenue,Mark.Davis,March,X1993,March.of.2003,Manhattan,M15,Lublin,Los.Angeles,London,Little.York.Rd.,Lee.Highway,Lebanese,LAX,Laurel.Avenue,Latin.American,Khalfan.Maulid,Keswick,Kentucky,Karm.Bensaid,Kandahar,Joseph.Nizar,Jelte.Nijboer,Jamil.Musawi,Jamal.Kalifa,INS,Indian,Imperial.Highway,Illinois,I2.December,X20011,Hudspeth.County,Hubbard.St.,Howell.St.,Houston,Home.Depot,Holland.Queen,Hezboliah,Hans.Pakes,Hani.al.Hallak,Hamid.Alwan,Hamburg,Haarlem,Guantanamo,Greenlawn.Ave.,Green.Bay,Germany,German.Intelligence,Georgia,French,France,Floyd.Ave.,First.Union.National.Bank,First.Union.Bank,FBI,Faysal.Goba,Europe,Empire.State.Vending.Services,El.Segundo,El.Paso,Egyptian,Egypt,Dutch,Dulles.Airport,Detroit,Denver,Culver.City,Cuba,Continental.Airlines,Columbus,Colorado,Colfax.Avenue,Coast.Guard,Coal.Mine.Road,Clark.Webster,Clark.Adams,Clark...Co,City.Park,City.Computer.Services.Corp.,CIA,Chicago,Charlottesville,cesium.137,Central.Bank.of.Dubai,Carl.Louis,Capitol.Ave.,Canadian,Canada,Camp.George.West.Military.Reservation,California,Cairo,C.4,Bush.Intercontinental.Airport,Buenos.Aires,Budget.Storage.Units,Bronx,British,British.Special.Branch,Bremerhaven,Bowling.Green,Boston,Border.Patrol,bin.Attash,Beth.Israel,Ben.Hassine,Bagwant.Dhaliwal,Atlanta,Aryan.Nations,Arnaldo.Gueterrez,Army.CID,Arabic,Apex.Paper.Products.Company,AMTRAK,Amsterdam,American.Diplomatic.Mission.Headquarters,American.Airlines,Alwan,Alder.St,Al.Qaeda,al.Ahdal,Ahmed.Yassin,Afghanistan,Abul.Hassan.Salman,Abu.al.Masri,Abdulla.Ramzi,Abdul.Ramazi,Abdul.al.Hada,Abdelhak.Kherbane,X9.Apr,X2003,X804.774.8920,X804.759.6302,X8.Apr,X2002,X732.455.6392,X718.352.8479,X713.556.9213,X706.437.6673,X703.734.0104,X703.659.2317,X7.Apr,X6.Apr,X5.Apr,X30.Mar,X2932.University.Drive,X29.Apr,X1930hrs,X29.Apr.1,X1930,X27.Apr,X26.Apr,X25.Apr,X24.Apr,X23.Apr,X22.Dec,X2001,X22.Apr,X21.Apr,X20.Apr,X2.Dec,X1996,X1994,X1990...1992,X1987...1993,X19.Apr,X18.Apr,X16.Apr,X15.Apr,X14.Apr,X13.Apr,X12.Feb..1997,X12.Apr,X11.Apr,X1070173,X10.Apr,X1.Apr,X01.1207670734
fbi4,0,0,0,0,0,0,0,0,0.436890831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218445416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029099779,0,0,0,0,0,0,0,0,0,0,0.307642327,0,0,0,0,0.46146349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177672052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218445416,0,0.218445416,0,0.218445416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153821163,0,0,0,0,0.136898689,0,0
fbi3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049519107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112532487,0,0,0,0,0.112532487,0,0,0,0,0.112532487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225064974,0,0,0,0,0.112532487,0,0,0,0,0,0.112532487,0,0,0,0,0,0,0,0.112532487,0,0,0,0,0.112532487,0,0,0,0,0,0,0,0,0,0,0,0.112532487,0,0,0,0,0,0,0,0,0,0.044972386,0,0,0,0.112532487,0,0,0,0,0,0,0,0.450129947,0,0,0,0,0,0,0,0,0,0,0.112532487,0,0,0,0,0,0,0,0,0,0,0,0.450129947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079241205,0,0,0,0,0,0,0,0.099038214,0.099038214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063761641,0
fbi25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522991956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261495978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049469624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302042489,0,0,0,0.261495978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163413053,0,0,0,0,0,0,0,0,0.176766192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373565683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070670892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373565683,0,0,0.431489269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233447218,0,0,0,0,0,0,0,0,0.252523131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232098254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696294763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232098254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030918515,0,0,0,0,0,0,0,0,0,0.696294763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464196508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232098254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232098254,0,0,0,0,0,0,0,0,0,0,0,0,0.102133158,0,0,0,0,0,0,0,0,0.11047887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215744635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215744635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215744635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265255148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035335446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530510295,0.215744635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530510295,0,0,0,0,0.150295297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116723609,0,0,0,0,0,0,0,0,0.126261566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222835981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274584081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022486193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16879873,0,0,0,0,0,0,0.055848428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337597461,0,0,0,0,0,0,0,0,0,0,0,0,0.10578535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095642462,0,0,0,0,0,0,0,0,0,0,0,0,0.07427866,0.068924886,0,0,0.13729204,0.16879873,0.13729204,0.16879873,0,0.118861808,0.10578535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215744635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166234122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186782841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035335446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300590593,0,0,0,0,0,0,0,0,0,0,0,0,0.215744635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265255148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116723609,0,0,0.215744635,0,0,0,0,0,0.186782841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166234122,0,0
fbi2,0,0,0,0,0,0.137629462,0.195451161,0.195451161,0,0,0,0,0,0,0.08600687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1224883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195451161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137629462,0,0,0,0,0.137629462,0,0,0,0,0.195451161,0,0,0.026036644,0,0,0,0,0,0,0.137629462,0,0.195451161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158969731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1224883,0,0,0,0,0,0,0,0,0,0,0,0.110743903,0,0,0,0,0,0,0,0,0,0,0,0,0.195451161,0,0,0,0.079807763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195451161,0,0,0,0,0,0
fbi19,0,0,0.143829756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176836765,0,0,0,0,0,0,0,0,0,0,0,0,0.176836765,0,0,0.110822748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023556964,0.249043788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200393729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176836765,0,0,0,0,0,0.35367353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100196864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072207023,0,0,0.143829756,0,0.143829756,0,0,0,0.110822748,0,0.143829756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195451161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317939462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026036644,0,0,0,0,0,0,0,0,0,0,0.412888386,0,0,0,0,0.275258924,0.195451161,0,0.158969731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158969731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079807763,0,0,0,0,0,0,0,0,0.1224883,0,0,0,0,0.101148031,0,0.093034838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi17,0,0,0,0,0,0,0,0,0,0.258586412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290551086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258586412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054966249,0.290551086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335602765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258586412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213534733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179021362,0.28565939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201150752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201150752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232340376,0.038053557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161856473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125702348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147831738,0,0,0,0,0,0,0,0,0,0.201150752,0,0,0,0,0,0,0.201150752,0,0,0
fbi15,0,0,0,0,0,0,0,0,0,0.211570701,0.337597461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211570701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211570701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274584081,0.044972386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191284923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191284923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160696538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237723616,0,0,0
fbi14,0,0,0,0.218445416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307642327,0.218445416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218445416,0,0,0.218445416,0,0.177672052,0,0.218445416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218445416,0,0,0,0,0,0,0.218445416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218445416,0,0,0,0,0,0,0,0,0.058199558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218445416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153821163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103980113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290909713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326869972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377553111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06183703,0,0,0.377553111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326869972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22095774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbi12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604084977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098939248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420826831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604084977,0,0,0,0,0,0,0,0,0,0,0,0
fbi11,0,0,0.143829756,0,0,0,0,0,0,0.443290992,0,0,0,0,0,0,0.530510295,0,0.143829756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124521894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221645496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124521894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023556964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200393729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110822748,0,0.124521894,0,0,0,0,0,0,0,0,0,0,0,0.143829756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176836765,0,0,0,0,0,0,0,0,0,0,0
fbi10,0,0,0,0,0.16879873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16879873,0,0,0,0,0,0,0,0.274584081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10578535,0,0,0,0,0,0,0,0,0,0,0,0,0.16879873,0,0,0.274584081,0.16879873,0,0,0,0.118861808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13729204,0,0,0,0.13729204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16879873,0.16879873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022486193,0,0,0.13729204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16879873,0,0.16879873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16879873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13729204,0,0,0,0.13729204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
